text,author,score,datetime
"I think EV’s are just another thing the government are trying to push us into just like when they told us diesel was the way to go. Now they tell us that diesel / petrol is bad and we should be driving EV’s. Then in a few years they will tell us that the earth can’t supply any more materials to make the batteries and the hydrogen fuel cell is the way to go. I honestly believe the hydrogen fuel cell will be the vehicle fuel of the future, it just needs the time to refine it and get the price and infrastructure at a point where it’s viable. I’ll stick to my Honda Civic 1.8 petrol for the foreseeable future, I really don’t have a concern about what they say about emissions damaging the planet when there’s thousands of aircraft in the air dumping  ton’s of crap into the atmosphere.",@DARTraderMediaProductions,0,2023-04-10T16:09:56Z
First leaf had issue with poor battery design. especially one with creamy seats. after 2013 battery was much better,@wolverine1981pl,0,2023-04-10T16:07:53Z
"Sorry Matt, 40k for one of them nee hope, would make a car for a learner though and that’s it .",@robertwalker1742,0,2023-04-10T16:07:52Z
Cmon Matt why not do a car that you could get for 40K and i’m sure it will be more interesting than a box ticking exercise,@raymondrose10,0,2023-04-10T16:07:09Z
Several families have EVs around me along with a petrol or diesel car.  The EVs are used to go to work on weekdays but come weekends or holidays which car do they use?  Yep NEVER the EV.  Says it all.,@MrH250,0,2023-04-10T16:06:02Z
"We've had an EV with 60-80 Miles range for 4.5 years, doing 12k Miles a year. It's our 2nd car but does 95% of our journeys. Honestly it's fine if you have home charging.",@AndrewEbling,3,2023-04-10T16:06:01Z
"Another down to earth honest review. As you say, its a great little runabout or just for a short commute",@robinjones6999,5,2023-04-10T16:05:40Z
"We are all going to have to get convinced before too long I guess, but right now I wouldn’t buy an EV there is a way to go with the tech I think. 
I do live in Germany but in my city you would get laughed at for first driving a Nissan and an EV
Later this year I’ve hired a Fiat 500 for 2 weeks holiday in Corsica, let’s see how that goes",@gollyboys1,0,2023-04-10T15:59:57Z
"Nice mini review - but a few points worthy of note.

The charge lead not fitting is not a thing, or at least, not as you glossed over. The charge leads you carry in the car are all Type-2 connectors for fast (not rapid) charging, and they will fit every Type 2 Fast charger out there - i.e. all of them. The Leaf does, however, use Chademo rapid charging, and that is rarer than the more common CCS rapid chargers, though most rapid charger locations will have at least one or two Chademo capable chargers - the leads on a rapid charger are permanently attached to the charger, and not carried in the car. Is it an issue? Yes, it does limit your options a little as to where to head for a rapid charge - it's worth using an App such as Zap Map to locate suitable chargers - but then that's like charging any other EV (other than Tesla with their own Supercharging network).

Range on the 60kwh version: - we drive a 40kwh version, and our achievable range is around 130 miles in the winter, and just over 150 miles in the summer. Given that there is 50% more capacity in the 60kwh (59) version, 190 miles in the winter and around 225 in the summer seems like a reasonable assumption to make.

Ours is on just a 2 year lease - this was us dipping our toe in the EV water to see how we got on - like others, we were concerned that the range wouldn't be enough, and we weren't prepared to fork out on an expensive lease (iPace, EQC etc.) as a taster.

I can say though, that the experience has been great. Much of your review is spot on - it's not a car that feels particularly special. The level of trim is just OK, even in the 'top spec' Tekna - it's not somewhere I love to be - but it is acceptable as a day to day workhorse. My wife, a GP, uses it for the most part, and tends to do a daily commute, plus house visits of 60-70 miles - and for this, it's ideal. Also, as it doesn't scream 'pretentious' , no-one gives it a second glance.

Cost to run? Well, the lease we have costs less than the diesel we were burning in a V60 as my wife's previous car per month. And charging overnight means our cost per mile is just over 2p! Compare that to our XC90, which costs 26p per mile in diesel alone!

If I were to use a rapid charger however, the cost shoots up to nearer 20p a mile - comparable to a diesel estate. But no-one I know consistently charges their EV at a rapid charger - everyone either charges overnight on a cheap tariff, or, worst case, charges at the standard rate - which still equates to around half the price of running a diesel vehicle. Anyone that might not have access to their own electricity supply should look elsewhere until the charging infrastructure is there; at the moment, the operators of rapid chargers are price gouging because they can. Once charging points and rapid chargers become more prolific, the pricing should stabilise at a much lower level.

I'm sure there will be a few (many?) petrol head luddites, who will say in the comments that they will never have an EV, as they're committed to driving their gas guzzling V8's (or more likely 4-pot Fiesta) and they can do 800 miles on a tank of dinosaurs. And these people have obviously never been in an EV, so are talking from a totally ignorant stand point. Anyone who has ever been in an EV would never make such blanket statements - they would at least acknowledge that the future is electric, whether we want it or not. Yes, it might not be for them just yet - but as sure as eggs are eggs EVs are here to stay, and ICE, certainly as far as personal transport goes, is heading the way of the steam locomotive.

Back to the Leaf - a few things I love, and a few things I don't like.

I love the fact that I've never had to deice this car - not once! It's set to pre-condition itself every morning, so you step into a perfectly warm car (or cool in the summer), with the heated seats and steering wheel up to temperature too.

I love the fact that I've never had to visit a petrol station.

I love the fact that my destination has been sent from my phone to the SatNav, so that's already to go too.

I don't like the vague steering (though it's much better since we switched over to Goodyear All Seasons rather than the ECO tyres it comes with).

I hate the 'Pro-Pilot' autosteer - which has tried to kill me a couple of times.

Someone asked about heating hitting range - yes it does, but not as much as you might think. The V2 Tekna (not sure about other models) has a heat pump for heating, so is very efficient, and also has LED headlamps etc. So it's not so much the heating on these newer Leafs that hits the range, but just the battery temperature - colder batteries charge/discharge less efficiently, and this has the greatest bearing on range. 

And that's about it - its a very average car, that just happens to be electric - and it's the electric side of things that makes it. Is it perfect? Far from it - I wouldn't bother trying to do a long journey in it - though plenty of owners do - but when I have access to other (non EV) cars, for super long trips we take one of those - as I said earlier, rapid charging is a similar cost to running on diesel, so why would I take an average car on a long trip, when I can drive in comfort/style? It's not so much the 'hassle' of charging vs filling up with petrol/diesel - just the comfort/fun I'd rather have on a longer run. For anything less than 150 miles though, it's the Leaf every time, as it's just so cheap to run!

Oh, and for avoidance of doubt, I'm not an EV evangelist, I simply state what I know, EV's are the future, whether we like, or want to admit it, or not. We run two other cars, an XC90 oil burner, and a Nissan 370Z - both at other extremes from the Leaf, and we use them for very different tasks. But as a day-to-day runabout, the Leaf is actually difficult to beat.",@phil_nicholls,17,2023-04-10T15:58:56Z
"It would honestly be a perfect car for me, if it could tow a small trailer to the tip on the weekend. Alas, it can’t, to my knowledge.",@Aruneh,0,2023-04-10T15:58:43Z
Do a Tesla Matt. Would love to know what you think of them. I love my Peugeot E partner van and am thinking of getting a Tesla Model 3,@rogerscott5478,1,2023-04-10T15:58:41Z
